instance_name,instance_size,solver,replication,total_distance,total_time,num_vehicles,feasible_solution
cvrp-0-df-99,815,lkh-3,1,1348.3791,48.01815448299749,27,True
cvrp-0-df-106,986,ortools,1,1656.3023,63.878291053988505,30,True
cvrp-0-df-106,986,lkh-3,1,1526.6669,87.06886086100712,31,True
cvrp-0-df-118,903,ortools,1,1561.1385,62.872062720998656,28,True
cvrp-0-df-118,903,lkh-3,1,1410.8768,70.9639039330068,28,True
cvrp-2-rj-112,2236,ortools,1,-1.0,86.87296880001668,-1,False
cvrp-2-rj-112,2236,lkh-3,1,2174.3838,362.44942111399723,71,True
cvrp-2-rj-111,2222,ortools,1,-1.0,84.83430479001254,-1,False
cvrp-2-rj-111,2222,lkh-3,1,2175.0482,359.3710099100135,71,True
cvrp-2-rj-102,1951,ortools,1,2444.1954,71.11553799896501,61,True
cvrp-2-rj-102,1951,lkh-3,1,2034.5871,327.950318261981,63,True
cvrp-2-rj-113,2300,ortools,1,-1.0,92.66210876900004,-1,False
cvrp-2-rj-113,2300,lkh-3,1,2259.1991,374.95627956104,73,True
cvrp-2-rj-106,2220,ortools,1,-1.0,86.3674440390314,-1,False
cvrp-2-rj-106,2220,lkh-3,1,2229.6602,379.06795784202404,70,True
cvrp-2-rj-118,2386,ortools,1,-1.0,98.94325723097427,-1,False
cvrp-2-rj-118,2386,lkh-3,1,2357.3059,383.7123472469975,75,True
cvrp-2-rj-105,2368,ortools,1,-1.0,97.43393523595296,-1,False
cvrp-2-rj-105,2368,lkh-3,1,2287.8748,377.7742045419873,75,True
cvrp-2-rj-103,2417,ortools,1,-1.0,100.78654266701778,-1,False
cvrp-2-rj-103,2417,lkh-3,1,2428.3122,384.66864005301613,77,True
cvrp-2-rj-94,2114,ortools,1,-1.0,77.53512654599035,-1,False
cvrp-2-rj-94,2114,lkh-3,1,1996.2615,360.0011188960052,65,True
cvrp-2-rj-98,2291,ortools,1,-1.0,91.38986619899515,-1,False
cvrp-2-rj-98,2291,lkh-3,1,2211.8919,364.03310533304466,72,True
cvrp-2-rj-97,1809,ortools,1,2235.5793,69.68282816000283,56,True
cvrp-2-rj-97,1809,lkh-3,1,1880.127,315.18962145398837,58,True
cvrp-2-rj-117,2361,ortools,1,-1.0,97.66730824497063,-1,False
cvrp-2-rj-117,2361,lkh-3,1,2337.6911,378.5440716840094,74,True
cvrp-2-rj-99,2396,ortools,1,-1.0,100.39593554101884,-1,False
cvrp-2-rj-99,2396,lkh-3,1,2387.5951,379.5723557129968,78,True
cvrp-2-rj-104,1880,ortools,1,2257.1752,70.31292157800635,58,True
cvrp-2-rj-104,1880,lkh-3,1,2093.9347,283.71012836298905,59,True
cvrp-2-rj-107,1971,ortools,1,2399.7501,71.17955727298977,60,True
cvrp-2-rj-107,1971,lkh-3,1,1932.4056,296.49685420800233,62,True
cvrp-2-rj-110,1903,ortools,1,2327.0806,70.66952820203733,58,True
cvrp-2-rj-110,1903,lkh-3,1,1935.9302,281.1948947290075,60,True
cvrp-2-rj-108,1966,ortools,1,-1.0,71.30794763698941,-1,False
cvrp-2-rj-108,1966,lkh-3,1,1956.0292,321.03349356295075,63,True
cvrp-2-rj-92,2438,ortools,1,-1.0,102.28879997401964,-1,False
cvrp-2-rj-92,2438,lkh-3,1,2307.1471,382.9668331230059,75,True
cvrp-2-rj-115,2343,ortools,1,-1.0,94.86521338002058,-1,False
cvrp-2-rj-115,2343,lkh-3,1,2313.9993,377.4325867839507,74,True
cvrp-2-rj-101,1905,ortools,1,2365.2692,71.05157453200081,60,True
cvrp-2-rj-101,1905,lkh-3,1,1934.3798,231.497313631,62,True
cvrp-2-rj-100,2146,ortools,1,-1.0,80.40664127998753,-1,False
cvrp-2-rj-100,2146,lkh-3,1,2108.5228,359.7986769620329,67,True
cvrp-2-rj-96,2160,ortools,1,-1.0,80.93205555598252,-1,False
cvrp-2-rj-96,2160,lkh-3,1,2202.3324,336.62419501598924,69,True
cvrp-2-rj-109,2028,ortools,1,-1.0,71.8668917370378,-1,False
cvrp-2-rj-109,2028,lkh-3,1,2058.2297,261.255176339997,66,True
cvrp-2-rj-116,2125,ortools,1,-1.0,78.88078704400687,-1,False
cvrp-2-rj-116,2125,lkh-3,1,2100.7105,355.8867588369758,68,True
cvrp-2-rj-91,2288,ortools,1,-1.0,92.486682888004,-1,False
cvrp-2-rj-91,2288,lkh-3,1,2206.3901,375.3384170009522,73,True
cvrp-2-rj-95,1764,ortools,1,2097.2512,69.41800389398122,54,True
cvrp-2-rj-95,1764,lkh-3,1,1812.1338,203.97971536702244,56,True
